ID,Unit,Shelf,Pos (L to R),Title,Author / Editor,Publisher / Series,Language,Type,Photo #,Photo file(s),Left neighbor,Right neighbor,Status,Confidence,Notes,Genre,Year,YearParsed,Description,Shelf description,sort_title
K-HC17-34-04,K,HC 17-34,4,"Harvard Classics, Vol. 20: The Divine Comedy, Dante",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 19: Faust, Egmont etc., Goethe; Doctor Faustus, Marlowe","Harvard Classics, Vol. 21: I Promessi Sposi, Manzoni",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-05,K,HC 17-34,5,"Harvard Classics, Vol. 21: I Promessi Sposi, Manzoni",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 20: The Divine Comedy, Dante","Harvard Classics, Vol. 22: The Odyssey, Homer",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-06,K,HC 17-34,6,"Harvard Classics, Vol. 22: The Odyssey, Homer",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 21: I Promessi Sposi, Manzoni","Harvard Classics, Vol. 23: Two Years Before the Mast, Dana",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-07,K,HC 17-34,7,"Harvard Classics, Vol. 23: Two Years Before the Mast, Dana",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 22: The Odyssey, Homer","Harvard Classics, Vol. 24: On the Sublime, French Revolution etc., Burke",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-08,K,HC 17-34,8,"Harvard Classics, Vol. 24: On the Sublime, French Revolution etc., Burke",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 23: Two Years Before the Mast, Dana","Harvard Classics, Vol. 26: Continental Drama",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-09,K,HC 17-34,9,"Harvard Classics, Vol. 26: Continental Drama",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 24: On the Sublime, French Revolution etc., Burke","Harvard Classics, Vol. 27: English Essays, Sidney to Macaulay",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-10,K,HC 17-34,10,"Harvard Classics, Vol. 27: English Essays, Sidney to Macaulay",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 26: Continental Drama","Harvard Classics, Vol. 28: Essays, English and American",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-11,K,HC 17-34,11,"Harvard Classics, Vol. 28: Essays, English and American",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 27: English Essays, Sidney to Macaulay","Harvard Classics, Vol. 30: Faraday, Helmholtz, Kelvin, Newcomb etc.",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-12,K,HC 17-34,12,"Harvard Classics, Vol. 30: Faraday, Helmholtz, Kelvin, Newcomb etc.",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 28: Essays, English and American","Harvard Classics, Vol. 29: Voyage of the Beagle, Darwin",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-13,K,HC 17-34,13,"Harvard Classics, Vol. 29: Voyage of the Beagle, Darwin",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 30: Faraday, Helmholtz, Kelvin, Newcomb etc.","Harvard Classics, Vol. 31: Autobiography, Benvenuto Cellini",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-14,K,HC 17-34,14,"Harvard Classics, Vol. 31: Autobiography, Benvenuto Cellini",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 29: Voyage of the Beagle, Darwin","Harvard Classics, Vol. 32: Literary and Philosophical Essays: Montaigne, Sainte-Beuve, Renan etc.",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-15,K,HC 17-34,15,"Harvard Classics, Vol. 32: Literary and Philosophical Essays: Montaigne, Sainte-Beuve, Renan etc.",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 31: Autobiography, Benvenuto Cellini","Harvard Classics, Vol. 33: Voyages and Travels",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-16,K,HC 17-34,16,"Harvard Classics, Vol. 33: Voyages and Travels",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 32: Literary and Philosophical Essays: Montaigne, Sainte-Beuve, Renan etc.","Harvard Classics, Vol. 34: French and English Philosophers: Descartes, Voltaire, Rousseau, Hobbes",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC17-34-17,K,HC 17-34,17,"Harvard Classics, Vol. 34: French and English Philosophers: Descartes, Voltaire, Rousseau, Hobbes",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,50,1000050050.jpg,"Harvard Classics, Vol. 33: Voyages and Travels",(shelf end),OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, second shelf.",
K-HC35-51-01,K,HC 35-51,1,"Harvard Classics, Vol. 35: Chronicle and Romance: Froissart, Malory, Holinshed",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,(shelf start),"Harvard Classics, Vol. 36: Machiavelli, More, Luther",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-02,K,HC 35-51,2,"Harvard Classics, Vol. 36: Machiavelli, More, Luther",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 35: Chronicle and Romance: Froissart, Malory, Holinshed","Harvard Classics, Vol. 37: Locke, Berkeley, Hume",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-03,K,HC 35-51,3,"Harvard Classics, Vol. 37: Locke, Berkeley, Hume",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 36: Machiavelli, More, Luther","Harvard Classics, Vol. 38: Harvey, Jenner, Lister, Pasteur",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-04,K,HC 35-51,4,"Harvard Classics, Vol. 38: Harvey, Jenner, Lister, Pasteur",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 37: Locke, Berkeley, Hume","Harvard Classics, Vol. 39: Famous Prefaces",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-05,K,HC 35-51,5,"Harvard Classics, Vol. 39: Famous Prefaces",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 38: Harvey, Jenner, Lister, Pasteur","Harvard Classics, Vol. 40: English Poetry 1: Chaucer to Gray",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-06,K,HC 35-51,6,"Harvard Classics, Vol. 40: English Poetry 1: Chaucer to Gray",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 39: Famous Prefaces","Harvard Classics, Vol. 41: English Poetry 2: Collins to Fitzgerald",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-07,K,HC 35-51,7,"Harvard Classics, Vol. 41: English Poetry 2: Collins to Fitzgerald",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 40: English Poetry 1: Chaucer to Gray","Harvard Classics, Vol. 42: English Poetry 3: Tennyson to Whitman",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-08,K,HC 35-51,8,"Harvard Classics, Vol. 42: English Poetry 3: Tennyson to Whitman",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 41: English Poetry 2: Collins to Fitzgerald","Harvard Classics, Vol. 43: American Historical Documents",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-09,K,HC 35-51,9,"Harvard Classics, Vol. 43: American Historical Documents",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 42: English Poetry 3: Tennyson to Whitman","Harvard Classics, Vol. 44: Sacred Writings 1",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-10,K,HC 35-51,10,"Harvard Classics, Vol. 44: Sacred Writings 1",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 43: American Historical Documents","Harvard Classics, Vol. 45: Sacred Writings 2",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-11,K,HC 35-51,11,"Harvard Classics, Vol. 45: Sacred Writings 2",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 44: Sacred Writings 1","Harvard Classics, Vol. 46: Elizabethan Drama 1",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-12,K,HC 35-51,12,"Harvard Classics, Vol. 46: Elizabethan Drama 1",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 45: Sacred Writings 2","Harvard Classics, Vol. 47: Elizabethan Drama 2",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-13,K,HC 35-51,13,"Harvard Classics, Vol. 47: Elizabethan Drama 2",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 46: Elizabethan Drama 1","Harvard Classics, Vol. 48: Thoughts and Minor Works, Pascal",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-14,K,HC 35-51,14,"Harvard Classics, Vol. 48: Thoughts and Minor Works, Pascal",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 47: Elizabethan Drama 2","Harvard Classics, Vol. 49: Epic and Saga",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-15,K,HC 35-51,15,"Harvard Classics, Vol. 49: Epic and Saga",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 48: Thoughts and Minor Works, Pascal","Harvard Classics, Vol. 50: Introduction, Reader's Guide, Indexes",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-16,K,HC 35-51,16,"Harvard Classics, Vol. 50: Introduction, Reader's Guide, Indexes",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 49: Epic and Saga","Harvard Classics, Vol. 51: Lectures",OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
K-HC35-51-17,K,HC 35-51,17,"Harvard Classics, Vol. 51: Lectures",ed. Charles W. Eliot,P. F. Collier & Son,EN,Anthology,51,1000050051.jpg,"Harvard Classics, Vol. 50: Introduction, Reader's Guide, Indexes",(shelf end),OK,High,,Literature (English & European),1909,1909,,"Harvard Classics, third shelf, at carpet level.",
N-N1-01,N,N1 (Uffizi),1,The Uffizi: The Official Guide,Gloria Fossi,Giunti,EN,Art,52,1000050052.jpg,(shelf start),Le vite,OK,High,,Art & visual culture,2004,2004,,Black bookcase shelf. Italian art and literature.,
N-N1-02,N,N1 (Uffizi),2,Le vite,Giorgio Vasari,Einaudi,IT,Art,52,1000050052.jpg,The Uffizi: The Official Guide,La Divina Commedia,OK,High,,Art & visual culture,1550,1550,,Black bookcase shelf. Italian art and literature.,
N-N1-03,N,N1 (Uffizi),4,La Divina Commedia,Dante Alighieri,BUR,IT,Poetry,52,1000050052.jpg,Le vite,Confessioni di una maschera,OK,High,,Literature (English & European),14th c.,,,Black bookcase shelf. Italian art and literature.,
N-N1-04,N,N1 (Uffizi),5,Confessioni di una maschera,Yukio Mishima,Feltrinelli,IT,Fiction,52,1000050052.jpg,La Divina Commedia,Il piacere,OK,High,,Japanese literature,"1949, Italian ed.",1949,,Black bookcase shelf. Italian art and literature.,
N-N1-05,N,N1 (Uffizi),6,Il piacere,Gabriele D'Annunzio,Mondadori,IT,Fiction,52,1000050052.jpg,Confessioni di una maschera,Regulus (Le Petit Prince in Latin),OK,Medium,,Literature (English & European),1889,1889,,Black bookcase shelf. Italian art and literature.,
N-N1-06,N,N1 (Uffizi),7,Regulus (Le Petit Prince in Latin),Antoine de Saint-Exupéry,Harcourt,LA,Fiction,52,1000050052.jpg,Il piacere,(not a book) Uffizi exhibition CD,OK,High,,Literature (English & European),1943,1943,,Black bookcase shelf. Italian art and literature.,
N-N1-07,N,N1 (Uffizi),8,(not a book) Uffizi exhibition CD,,,,Media,52,1000050052.jpg,Regulus (Le Petit Prince in Latin),(shelf end),Not a book,High,,Games & other objects,,,,Black bookcase shelf. Italian art and literature.,
N-N4-01,N,"N4 (バガボンド, くず)",1,バガボンド 1,井上雄彦,講談社 モーニングKC,JA,Manga,53,1000050053.jpg,(shelf start),バガボンド 2,OK,High,,Manga & comics,1999,1999,,"Black bookcase shelf, seinen manga.",
N-N4-02,N,"N4 (バガボンド, くず)",2,バガボンド 2,井上雄彦,講談社 モーニングKC,JA,Manga,53,1000050053.jpg,バガボンド 1,バガボンド 3,OK,High,,Manga & comics,1999,1999,,"Black bookcase shelf, seinen manga.",
N-N4-03,N,"N4 (バガボンド, くず)",3,バガボンド 3,井上雄彦,講談社 モーニングKC,JA,Manga,53,1000050053.jpg,バガボンド 2,弁護士のくず 1,OK,High,,Manga & comics,1999,1999,,"Black bookcase shelf, seinen manga.",
N-N4-04,N,"N4 (バガボンド, くず)",4,弁護士のくず 1,井浦秀夫,小学館 ビッグコミックス,JA,Manga,53,1000050053.jpg,バガボンド 3,弁護士のくず 2,OK,High,,Manga & comics,2003,2003,,"Black bookcase shelf, seinen manga.",
N-N4-05,N,"N4 (バガボンド, くず)",5,弁護士のくず 2,井浦秀夫,小学館 ビッグコミックス,JA,Manga,53,1000050053.jpg,弁護士のくず 1,"(partial) manga volume with a torn spine, series unclear",OK,High,,Manga & comics,2003,2003,,"Black bookcase shelf, seinen manga.",
N-N4-06,N,"N4 (バガボンド, くず)",6,"(partial) manga volume with a torn spine, series unclear",,,JA,Manga,53,1000050053.jpg,弁護士のくず 2,攻殻機動隊,Partial,Low,,Manga & comics,,,,"Black bookcase shelf, seinen manga.",
N-N4-07,N,"N4 (バガボンド, くず)",7,攻殻機動隊,士郎正宗,講談社,JA,Manga,53,1000050053.jpg,"(partial) manga volume with a torn spine, series unclear",こころ,OK,High,,Manga & comics,1991,1991,,"Black bookcase shelf, seinen manga.",
N-N4-08,N,"N4 (バガボンド, くず)",8,こころ,夏目漱石,新潮文庫,JA,Fiction,53,1000050053.jpg,攻殻機動隊,(shelf end),OK,High,,Japanese literature,1914,1914,,"Black bookcase shelf, seinen manga.",
K-JP-1-01,K,"JP-1 (Jump, Mill)",1,人間失格,太宰治,新潮文庫,JA,Fiction,54,1000050054.jpg,(shelf start),斜陽,OK,High,,Japanese literature,1948,1948,"Dazai's last completed novel, a confession in three notebooks.",Pine shelf with Japanese literature and two 2023 Jump issues.,
K-JP-1-02,K,"JP-1 (Jump, Mill)",2,斜陽,太宰治,新潮文庫,JA,Fiction,54,1000050054.jpg,人間失格,堕落論,OK,High,,Japanese literature,1947,1947,,Pine shelf with Japanese literature and two 2023 Jump issues.,
K-JP-1-03,K,"JP-1 (Jump, Mill)",3,堕落論,坂口安吾,新潮文庫,JA,Essays,54,1000050054.jpg,斜陽,山羊の歌,OK,High,Darakuron (On Decadence).,Japanese literature,1946,1946,,Pine shelf with Japanese literature and two 2023 Jump issues.,
K-JP-1-04,K,"JP-1 (Jump, Mill)",4,山羊の歌,中原中也,角川文庫,JA,Poetry,54,1000050054.jpg,堕落論,雪国,OK,High,,Japanese literature,1934,1934,,Pine shelf with Japanese literature and two 2023 Jump issues.,
K-JP-1-05,K,"JP-1 (Jump, Mill)",5,雪国,川端康成,新潮文庫,JA,Fiction,54,1000050054.jpg,山羊の歌,古今和歌集,OK,High,,Japanese literature,1948,1948,,Pine shelf with Japanese literature and two 2023 Jump issues.,
K-JP-1-06,K,"JP-1 (Jump, Mill)",6,古今和歌集,,岩波文庫,JA,Poetry,54,1000050054.jpg,雪国,週刊少年ジャンプ 2023 No. 30,OK,High,,Japanese literature,"905, Iwanami",,,Pine shelf with Japanese literature and two 2023 Jump issues.,
K-JP-1-07,K,"JP-1 (Jump, Mill)",7,週刊少年ジャンプ 2023 No. 30,,集英社,JA,Magazine,54,1000050054.jpg,古今和歌集,週刊少年ジャンプ 2023 (issue number hidden),OK,High,,Magazines & catalogues,2023,2023,,Pine shelf with Japanese literature and two 2023 Jump issues.,
K-JP-1-08,K,"JP-1 (Jump, Mill)",8,週刊少年ジャンプ 2023 (issue number hidden),,集英社,JA,Magazine,54,1000050054.jpg,週刊少年ジャンプ 2023 No. 30,J・S・ミル 自由を探求した思想家,Partial,Medium,,Magazines & catalogues,2023,2023,,Pine shelf with Japanese literature and two 2023 Jump issues.,
K-JP-1-09,K,"JP-1 (Jump, Mill)",9,J・S・ミル 自由を探求した思想家,,中公新書,JA,Philosophy,54,1000050054.jpg,週刊少年ジャンプ 2023 (issue number hidden),基礎解析学,OK,High,,Philosophy & political theory,2000s,2000,,Pine shelf with Japanese literature and two 2023 Jump issues.,
K-JP-1-10,K,"JP-1 (Jump, Mill)",10,基礎解析学,,裳華房,JA,Textbook,54,1000050054.jpg,J・S・ミル 自由を探求した思想家,(unreadable) book sealed in brown paper wrapping,OK,Medium,,"Math, CS & engineering",,,,Pine shelf with Japanese literature and two 2023 Jump issues.,
K-JP-1-11,K,"JP-1 (Jump, Mill)",11,(unreadable) book sealed in brown paper wrapping,,,?,?,54,1000050054.jpg,基礎解析学,(shelf end),Unreadable,Low,,Unidentified,,,,Pine shelf with Japanese literature and two 2023 Jump issues.,
Loose-Floor-01,Loose,Floor,1,Die Verwandlung,Franz Kafka,Reclam,DE,Fiction,55,1000050055.jpg,(shelf start),Kokoro,OK,High,,Literature (English & European),1915,1915,,Items photographed on the carpet.,
Loose-Floor-02,Loose,Floor,2,Kokoro,Natsume Sōseki,Penguin Classics,EN,Fiction,55,1000050055.jpg,Die Verwandlung,(not a book) spiral notebook with a plaid cover,OK,High,,Japanese literature,1914,1914,,Items photographed on the carpet.,
Loose-Floor-03,Loose,Floor,3,(not a book) spiral notebook with a plaid cover,,,,Other,55,1000050055.jpg,Kokoro,(shelf end),Not a book,High,,Games & other objects,,,,Items photographed on the carpet.,
